,Compound Key,Smiles,SMILES,doi,Document ChEMBL ID,WT,L858R,L858R/T790M,L858R/T790M/C797S
2093,9,CSc1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2094,7,CSc1nc(-c2cccc(NS(C)(=O)=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc(NS(C)(=O)=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,1,0,0
2095,55,CSc1nc(-c2cccc3c2CCC3NC(=O)c2c(F)cccc2F)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc3c2CCC3NC(=O)c2c(F)cccc2F)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2096,57,CSc1nc(-c2cccc3c2CCC3NC(=O)c2cc(F)cc(F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc3c2CCC3NC(=O)c2cc(F)cc(F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2097,56,CSc1nc(-c2cccc3c2CCC3NC(=O)c2cccc3[nH]ccc23)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2cccc3c2CCC3NC(=O)c2cccc3[nH]ccc23)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2098,30,CSc1nc(-c2ccccc2NC(=O)c2c(F)cccc2F)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2c(F)cccc2F)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2099,26,CSc1nc(-c2ccccc2NC(=O)c2cc(C)cs2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2cc(C)cs2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2100,21,CSc1nc(-c2ccccc2NC(=O)c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2101,34,CSc1nc(-c2ccccc2NC(=O)c2cccc(O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2cccc(O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2102,22,CSc1nc(-c2ccccc2NC(=O)C2CCCC2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)C2CCCC2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2103,23,CSc1nc(-c2ccccc2NC(=O)c2cccc3[nH]ccc23)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2cccc3[nH]ccc23)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2104,24,CSc1nc(-c2ccccc2NC(=O)c2ccccc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2ccccc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2105,32,CSc1nc(-c2ccccc2NC(=O)c2ccccc2O)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2ccccc2O)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2106,28,CSc1nc(-c2ccccc2NC(=O)c2ccccn2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2ccccn2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2107,29,CSc1nc(-c2ccccc2NC(=O)c2cccnc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2cccnc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2108,27,CSc1nc(-c2ccccc2NC(=O)c2ccco2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2ccco2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2109,31,CSc1nc(-c2ccccc2NC(=O)c2ccncc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)c2ccncc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2110,33,CSc1nc(-c2ccccc2NC(=O)CCc2ccccc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)CCc2ccccc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2111,19,CSc1nc(-c2ccccc2NC(=O)Nc2ccc(Br)cc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,CSc1nc(-c2ccccc2NC(=O)Nc2ccc(Br)cc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,0,131,-1,0,0,0
2112,11,CSC1NC(c2ccnc(NC(C)=O)c2)=C(c2cc(NC(=O)c3c(F)cccc3F)cs2)N1,CSC1NC(c2ccnc(NC(C)=O)c2)=C(c2cc(NC(=O)c3c(F)cccc3F)cs2)N1,0,131,-1,0,0,0
2113,59,CSc1nc(-c2ccnc(NC(C)=O)c2)c(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3Cc4ccccc4C3=O)c2)n1C,CSc1nc(-c2ccnc(NC(C)=O)c2)c(-c2cccc(NC(=O)c3c(F)ccc(O)c3CN3Cc4ccccc4C3=O)c2)n1C,0,131,0,0,0,0
2114,18,Fc1cc2c(cc1Cl)Nc1ncnc3ccc(cc13)OCCOCCO2,Fc1cc2c(cc1Cl)Nc1ncnc3ccc(cc13)OCCOCCO2,10.1021/acs.jmedchem.2c01041,CHEMBL5150044,0,0,1,0
2115,11i,Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]c(-c4ccccc4)cc23)cc1,Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]c(-c4ccccc4)cc23)cc1,10.1021/acs.jmedchem.7b00178,CHEMBL4049460,1,1,0,1
2116,11j,Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]ccc23)cc1,Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]ccc23)cc1,10.1021/acs.jmedchem.7b00178,CHEMBL4049460,1,1,0,0
2117,13d,Fc1ccc(Nc2ncnc3ccc(-c4cnn(C5CCNCC5)c4)cc23)cc1Cl,Fc1ccc(Nc2ncnc3ccc(-c4cnn(C5CCNCC5)c4)cc23)cc1Cl,10.1016/j.ejmech.2016.04.026,CHEMBL3826970,1,1,0,0
2118,8d,Fc1cccc(COc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OCCCN5CCOCC5)cc34)cc2Cl)c1,Fc1cccc(COc2ccc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OCCCN5CCOCC5)cc34)cc2Cl)c1,10.1016/j.ejmech.2018.01.090,CHEMBL4145533,1,1,0,0
2119,7e,Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCN5CCCCC5)cc34)cc2Cl)c1,Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=S)NCCN5CCCCC5)cc34)cc2Cl)c1,10.1016/j.bmc.2016.05.063,CHEMBL3813636,1,-1,0,0
2120,SID11113946,N#CC(=C(/N)Sc1ccccc1N)/C(C#N)=C(/N)Sc1ccccc1N,N#CC(=C(/N)Sc1ccccc1N)/C(C#N)=C(/N)Sc1ccccc1N,0,CHEMBL1201862,-1,0,0,0
2121,13c,N#Cc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)c4cc([N+](=O)[O-])ccc4F)cc23)cc1Cl,N#Cc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)c4cc([N+](=O)[O-])ccc4F)cc23)cc1Cl,10.1016/j.bmc.2018.02.022,CHEMBL4715818,0,0,0,0
2122,IV-2,N#Cc1ccc(O)c(-c2nc(NCc3ccccc3)c3ccccc3n2)c1,N#Cc1ccc(O)c(-c2nc(NCc3ccccc3)c3ccccc3n2)c1,0,183,0,0,0,0
2123,29,N#Cc1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,N#Cc1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,10.1021/acs.jmedchem.7b01310,CHEMBL4184160,0,1,1,1
2124,IV-1,N#Cc1ccc(O)c(-c2nc(NCc3ncccn3)c3ccccc3n2)c1,N#Cc1ccc(O)c(-c2nc(NCc3ncccn3)c3ccccc3n2)c1,0,183,0,0,0,1
2125,PF-06447475,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,,13,0,0,0,0
2126,3,N#Cc1cnc2cc(OC[C@@H](O)CO)c(NC(=O)C3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,N#Cc1cnc2cc(OC[C@@H](O)CO)c(NC(=O)C3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,10.1016/j.bmcl.2020.127288,CHEMBL4622931,1,1,0,0
2127,4,N#Cc1cnc2cc(OC[C@@H](O)CO)c(NC(=O)CC3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,N#Cc1cnc2cc(OC[C@@H](O)CO)c(NC(=O)CC3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,10.1016/j.bmcl.2020.127288,CHEMBL4622931,1,1,0,0
2128,6ak,NC(=O)[C@@H]1CC(O)CN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,NC(=O)[C@@H]1CC(O)CN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,10.1016/j.ejmech.2021.114055,CHEMBL5046253,0,0,0,0
2129,6ab,NC(=O)[C@@H]1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,NC(=O)[C@@H]1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,10.1016/j.ejmech.2021.114055,CHEMBL5046253,1,1,1,1
2130,75,NC(=O)C1=CNC2NC=CC2=C1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cc(Cl)cc2C1=O,NC(=O)C1=CNC2NC=CC2=C1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cc(Cl)cc2C1=O,,23,1,1,1,1
2131,73,NC(=O)C1=CNC2NC=CC2=C1C#CC#CCC(c1cc(F)ccc1F)N1Cc2cccc(F)c2C1=O,NC(=O)C1=CNC2NC=CC2=C1C#CC#CCC(c1cc(F)ccc1F)N1Cc2cccc(F)c2C1=O,,23,1,1,1,1
2132,6am,NC(=O)C1CCCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)C1,NC(=O)C1CCCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)C1,10.1016/j.ejmech.2021.114055,CHEMBL5046253,1,1,1,1
2133,6an,NC(=O)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,NC(=O)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,10.1016/j.ejmech.2021.114055,CHEMBL5046253,1,1,1,0
2134,69,NC(=O)c1ccn2ncc(C3=CC3)c2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cccc2C1=O,NC(=O)c1ccn2ncc(C3=CC3)c2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cccc2C1=O,,23,1,1,1,1
2135,76,NC(=O)c1ccn2ncc(C3CC3)c2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cc(Cl)cc2C1=O,NC(=O)c1ccn2ncc(C3CC3)c2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cc(Cl)cc2C1=O,,23,-1,-1,-1,0
2136,24,NC(=O)c1ccn2nccc2c1C#CC#CCC(c1cc(F)ccc1F)c1ccc2n(c1=O)CCC2,NC(=O)c1ccn2nccc2c1C#CC#CCC(c1cc(F)ccc1F)c1ccc2n(c1=O)CCC2,,23,-1,-1,-1,0
2137,89,NC(=O)c1cnc2[nH]ccc2c1C#CC#CC1(C(c2cc(F)ccc2F)n2cc3ccccc3n2)CC1,NC(=O)c1cnc2[nH]ccc2c1C#CC#CC1(C(c2cc(F)ccc2F)n2cc3ccccc3n2)CC1,,23,-1,-1,-1,0
2138,53,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)c1cccn(C2CC2)c1=O,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)c1cccn(C2CC2)c1=O,,23,-1,-1,-1,0
2139,72,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(Cl)cccc2C1=O,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(Cl)cccc2C1=O,,23,1,1,1,1
2140,74,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(Cl)ccnc2C1=O,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(Cl)ccnc2C1=O,,23,-1,1,1,1
2141,80,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cc(C#Cc3cnc(N)nc3)cc2C1=O,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cc(C#Cc3cnc(N)nc3)cc2C1=O,,23,-1,-1,-1,0
2142,81,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cc(-c3ccc(C4CCNCC4)cc3)cc2C1=O,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cc(-c3ccc(C4CCNCC4)cc3)cc2C1=O,,23,1,1,1,1
2143,83,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cc(-c3ccc(N4CCNCC4)cc3)cc2C1=O,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cc(-c3ccc(N4CCNCC4)cc3)cc2C1=O,,23,-1,-1,-1,0
2144,68,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cccc2C1=O,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2c(F)cccc2C1=O,,23,1,1,1,1
2145,87,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)n1cc2cccc(Br)c2n1,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)n1cc2cccc(Br)c2n1,,23,-1,1,1,1
2146,93,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)n1cc2cccc(C(F)(F)F)c2n1,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)n1cc2cccc(C(F)(F)F)c2n1,,23,-1,-1,-1,0
2147,71,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2ccccc2C1=O,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)N1Cc2ccccc2C1=O,,23,-1,-1,-1,0
2148,85,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)n1cc2ccccc2n1,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)n1cc2ccccc2n1,,23,1,1,1,1
2149,86,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)n1ncc2ccccc21,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cc(F)ccc1F)n1ncc2ccccc21,,23,1,1,1,1
2150,70,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cn2c(n1)CCC2)N1Cc2c(F)cccc2C1=O,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1cn2c(n1)CCC2)N1Cc2c(F)cccc2C1=O,,23,-1,1,1,1
2151,91,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1ncn2c1C[C@@H](F)C2)n1cc2c(Cl)cccc2n1,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1ncn2c1C[C@@H](F)C2)n1cc2c(Cl)cccc2n1,,23,-1,-1,-1,0
2152,90,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1ncn2c1C[C@@H](F)C2)n1cc2ccccc2n1,NC(=O)c1cnc2[nH]ccc2c1C#CC#CCC(c1ncn2c1C[C@@H](F)C2)n1cc2ccccc2n1,,23,-1,-1,-1,0
2153,1h,NC(=O)Nc1ccccc1Nc1nc(Nc2ccc(CC(=O)N3CCOCC3)cc2)ncc1Cl,NC(=O)Nc1ccccc1Nc1nc(Nc2ccc(CC(=O)N3CCOCC3)cc2)ncc1Cl,,48,-1,-1,-1,0
2154,5,Nc1ccc(Oc2ccc3oc(-c4cccc(Oc5ccccc5)c4)cc(=O)c3c2)cc1,Nc1ccc(Oc2ccc3oc(-c4cccc(Oc5ccccc5)c4)cc(=O)c3c2)cc1,,85,0,0,0,0
2155,4a,Nc1ccc(Oc2ccc3oc(-c4ccccc4)cc(=O)c3c2)cc1,Nc1ccc(Oc2ccc3oc(-c4ccccc4)cc(=O)c3c2)cc1,,85,-1,0,0,0
2156,B9,Nc1ccc2ncnc(Nc3ccc4[nH]cc(Br)c4c3)c2c1,Nc1ccc2ncnc(Nc3ccc4[nH]cc(Br)c4c3)c2c1,10.1016/j.ejmech.2022.114249,CHEMBL5154786,1,0,0,0
2157,A9,Nc1ccc2ncnc(Nc3ccc4[nH]ccc4c3)c2c1,Nc1ccc2ncnc(Nc3ccc4[nH]ccc4c3)c2c1,10.1016/j.ejmech.2022.114249,CHEMBL5154786,1,0,0,0
2158,B5,Nc1ccc2ncnc(Nc3ccc4c(ccn4Cc4cccc(Cl)c4)c3)c2c1,Nc1ccc2ncnc(Nc3ccc4c(ccn4Cc4cccc(Cl)c4)c3)c2c1,10.1016/j.ejmech.2022.114249,CHEMBL5154786,1,0,0,0
2159,B4,Nc1ccc2ncnc(Nc3ccc4c(ccn4Cc4cccc(F)c4)c3)c2c1,Nc1ccc2ncnc(Nc3ccc4c(ccn4Cc4cccc(F)c4)c3)c2c1,10.1016/j.ejmech.2022.114249,CHEMBL5154786,1,0,0,0
2160,4,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,10.1021/jm201507x,CHEMBL2029270,-1,0,0,0
2161,2,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,10.1016/j.bmcl.2017.02.023,CHEMBL3997839,1,1,0,0
2162,26,Nc1cccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)ccnc3[nH]2)c1,Nc1cccc(-c2cc3c(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)ccnc3[nH]2)c1,10.1021/acs.jmedchem.7b00178,CHEMBL4049460,1,1,1,-1
2163,9a,Nc1cccc(Nc2nc(N/N=C/c3ccc(F)cc3)ncc2Cl)c1,Nc1cccc(Nc2nc(N/N=C/c3ccc(F)cc3)ncc2Cl)c1,10.1016/j.ejmech.2015.09.031,CHEMBL3739350,0,0,0,0
2164,48,Nc1ccccc1-n1c(-c2ccccc2)nc2cc(Cl)ccc2c1=O,Nc1ccccc1-n1c(-c2ccccc2)nc2cc(Cl)ccc2c1=O,10.1016/j.bmc.2017.03.039,CHEMBL4024718,0,0,0,0
2165,18a,NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,10.1021/acs.jmedchem.7b00178,CHEMBL4049460,1,1,1,1
2166,96,NCCn1c(-c2ccccc2)nc2cc(Cl)ccc2c1=O,NCCn1c(-c2ccccc2)nc2cc(Cl)ccc2c1=O,10.1016/j.bmc.2017.03.039,CHEMBL4024718,0,1,1,-1
2167,75,O=C(/C=C/c1ccccc1)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,O=C(/C=C/c1ccccc1)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,10.1021/acs.jmedchem.9b00722,CHEMBL4414600,0,0,0,0
2168,9l,O=C(/C=C/CN1CC(O)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,O=C(/C=C/CN1CC(O)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,1,1,1,-1
2169,9y,O=C(/C=C/CN1CC2(CCOCC2)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,O=C(/C=C/CN1CC2(CCOCC2)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,0,0,0,0
2170,9x,O=C(/C=C/CN1CC2(COC2)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,O=C(/C=C/CN1CC2(COC2)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,1,1,1,-1
2171,9o,O=C(/C=C/CN1CC2CCC1C(=O)C2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,O=C(/C=C/CN1CC2CCC1C(=O)C2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,1,1,1,-1
2172,9m,O=C(/C=C/CN1CCC(F)(F)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,O=C(/C=C/CN1CCC(F)(F)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,1,-1,0,0
2173,9p,O=C(/C=C/CN1CCC(F)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,O=C(/C=C/CN1CCC(F)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,1,1,1,-1
2174,9z,O=C(/C=C/CN1CCC2(CC1)OCCO2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,O=C(/C=C/CN1CCC2(CC1)OCCO2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,1,1,1,-1
2175,1o,O=C(/C=C/CN1CCCC1)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,O=C(/C=C/CN1CCCC1)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,0,0,0,0
2176,1h,O=C(/C=C/CN1CCCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,O=C(/C=C/CN1CCCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,1,1,1,-1
2177,1l,O=C(/C=C/CN1CCCCC1)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,O=C(/C=C/CN1CCCCC1)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,0,0,0,0
2178,1e,O=C(/C=C/CN1CCCCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,O=C(/C=C/CN1CCCCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,1,1,1,-1
2179,9n,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,1,1,1,-1
2180,1r,O=C(/C=C/Cn1ccnc1)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,O=C(/C=C/Cn1ccnc1)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,0,0,0,0
2181,1i,O=C(/C=C/Cn1ccnc1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,O=C(/C=C/Cn1ccnc1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,0,-1,0,0
2182,S-21,O=C(/C=C/CN1CCOCC1)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,O=C(/C=C/CN1CCOCC1)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,10.1021/jm100607r,CHEMBL1269003,1,1,0,0
2183,1j,O=C(/C=C/CN1CCOCC1)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,O=C(/C=C/CN1CCOCC1)N1CCCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,0,0,0,0
2184,1b,O=C(/C=C/CN1CCOCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,O=C(/C=C/CN1CCOCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,10.1016/j.bmcl.2016.08.007,CHEMBL4431348,0,1,1,-1
2185,9v,O=C(/C=C/CN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,O=C(/C=C/CN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,10.1016/j.bmc.2014.01.035,CHEMBL3233010,1,1,1,-1
